"Time";"Conducitvity";"Course";"Geohash";"Latitude";"Longitude";"MS5837Press";"MS5837Temperature";"Oxygen";"Speed";"TSYTemperatrue"
"2022-02-08 10:21:50";"35.080000 K";"204.000000";"u1xwm43cp";"54.548687";"10.769315";"1.701100";"5.170000";"12.100649";"2.600000";"4.310000"
"2022-02-08 10:21:52";"35.060000 K";"248.800000";"u1xwm43cn";"54.548667";"10.769297";"1.700400";"5.170000";"12.091308";"4.400000";"4.320000"
"2022-02-08 10:21:54";"35.040000 K";"301.200000";"u1xwm43cn";"54.548671";"10.769275";"1.701100";"5.170000";"12.090236";"0.600000";"4.320000"
"2022-02-08 10:21:57";"35.070000 K";"263.900000";"u1xwm43cn";"54.548673";"10.769281";"1.699500";"5.170000";"12.113806";"0.600000";"4.320000"
"2022-02-08 10:21:59";"35.000000 K";"0";"u1xwm43cn";"54.548678";"10.769291";"1.702400";"5.170000";"12.107144";"0";"4.320000"
"2022-02-08 10:22:03";"35.030000 K";"0";"u1xwm43cp";"54.548678";"10.769309";"1.702900";"5.170000";"12.118626";"0";"4.320000"
"2022-02-08 10:22:05";"35.040000 K";"0";"u1xwm43cp";"54.548678";"10.769310";"1.697900";"5.160000";"12.107169";"0";"4.320000"
"2022-02-08 10:22:07";"35.090000 K";"0";"u1xwm43cp";"54.548674";"10.769312";"1.706400";"5.170000";"12.122355";"0";"4.320000"
"2022-02-08 10:22:09";"35.040000 K";"0";"u1xwm43cp";"54.548675";"10.769313";"1.698300";"5.160000";"12.117173";"0";"4.320000"
"2022-02-08 10:22:12";"35.070000 K";"0";"u1xwm43cp";"54.548675";"10.769313";"1.706700";"5.160000";"12.112431";"0";"4.320000"
"2022-02-08 10:22:14";"35.030000 K";"0";"u1xwm43cp";"54.548675";"10.769312";"1.698200";"5.160000";"12.114702";"0";"4.320000"
"2022-02-08 10:22:16";"35.060000 K";"0";"u1xwm43cp";"54.548675";"10.769312";"1.705800";"5.160000";"12.111026";"0";"4.320000"
"2022-02-08 10:22:18";"35.090000 K";"0";"u1xwm43cp";"54.548676";"10.769312";"1.697800";"5.160000";"12.126575";"0";"4.320000"
"2022-02-08 10:22:20";"35.070000 K";"0";"u1xwm43cp";"54.548676";"10.769312";"1.701100";"5.160000";"12.133612";"0";"4.320000"
"2022-02-08 10:22:22";"35.040000 K";"0";"u1xwm43cp";"54.548675";"10.769312";"1.704400";"5.160000";"12.109746";"0";"4.320000"
"2022-02-08 10:22:24";"35.040000 K";"0";"u1xwm43cp";"54.548675";"10.769312";"1.695200";"5.160000";"12.121934";"0";"4.320000"
"2022-02-08 10:22:26";"35.050000 K";"0";"u1xwm43cp";"54.548675";"10.769312";"1.704100";"5.160000";"12.134509";"0";"4.310000"
"2022-02-08 10:22:29";"35.070000 K";"0";"u1xwm43cp";"54.548676";"10.769312";"1.699000";"5.160000";"12.133955";"0";"4.320000"
"2022-02-08 10:22:31";"35.070000 K";"0";"u1xwm43cp";"54.548675";"10.769311";"1.700400";"5.150000";"12.110703";"0";"4.320000"
"2022-02-08 10:22:33";"35.070000 K";"0";"u1xwm43cp";"54.548676";"10.769311";"1.700700";"5.150000";"12.127584";"0";"4.320000"
"2022-02-08 10:22:35";"35.070000 K";"0";"u1xwm43cp";"54.548675";"10.769311";"1.701900";"5.150000";"12.134436";"0";"4.320000"
"2022-02-08 10:22:37";"35.040000 K";"0";"u1xwm43cp";"54.548675";"10.769311";"1.698100";"5.150000";"12.132852";"0";"4.320000"
"2022-02-08 10:22:39";"35.040000 K";"0";"u1xwm43cp";"54.548675";"10.769311";"1.700400";"5.150000";"12.132160";"0";"4.320000"
"2022-02-08 10:22:41";"35.040000 K";"0";"u1xwm43cp";"54.548675";"10.769311";"1.700400";"5.150000";"12.131913";"0";"4.320000"
"2022-02-08 10:22:43";"35.050000 K";"0";"u1xwm43cp";"54.548676";"10.769311";"1.700700";"5.160000";"12.119798";"0";"4.330000"
"2022-02-08 10:22:50";"35.060000 K";"0";"u1xwm43cp";"54.548676";"10.769311";"1.699200";"5.150000";"12.139621";"0";"4.320000"
"2022-02-08 10:22:52";"35.060000 K";"0";"u1xwm43cp";"54.548676";"10.769311";"1.704800";"5.150000";"12.122608";"0";"4.320000"
"2022-02-08 10:22:54";"35.070000 K";"0";"u1xwm43cp";"54.548676";"10.769311";"1.701100";"5.150000";"12.125217";"0";"4.320000"
"2022-02-08 10:22:56";"35.100000 K";"0";"u1xwm43cp";"54.548676";"10.769310";"1.701600";"5.150000";"12.127335";"0";"4.320000"
"2022-02-08 10:23:03";"35.110000 K";"0";"u1xwm43cp";"54.548676";"10.769310";"1.703000";"5.150000";"12.126825";"0";"4.310000"
"2022-02-08 10:23:05";"35.090000 K";"0";"u1xwm43cp";"54.548676";"10.769310";"1.708000";"5.150000";"12.144820";"0";"4.320000"
"2022-02-08 10:23:07";"35.070000 K";"0";"u1xwm43cp";"54.548676";"10.769310";"1.696700";"5.150000";"12.142967";"0";"4.320000"
"2022-02-08 10:23:09";"35.070000 K";"0";"u1xwm43cp";"54.548676";"10.769310";"1.708300";"5.160000";"12.132965";"0";"4.320000"
"2022-02-08 10:23:11";"35.080000 K";"0";"u1xwm43cp";"54.548676";"10.769310";"1.699500";"5.150000";"12.126963";"0";"4.330000"
"2022-02-08 10:23:13";"35.100000 K";"0";"u1xwm43cp";"54.548676";"10.769310";"1.703000";"5.150000";"12.141005";"0";"4.320000"
"2022-02-08 10:23:15";"35.100000 K";"0";"u1xwm43cp";"54.548676";"10.769310";"1.703600";"5.150000";"12.117851";"0";"4.320000"
"2022-02-08 10:23:18";"35.100000 K";"0";"u1xwm43cp";"54.548676";"10.769310";"1.697200";"5.150000";"12.146811";"0";"4.320000"
"2022-02-08 10:23:20";"35.080000 K";"0";"u1xwm43cp";"54.548676";"10.769310";"1.708100";"5.150000";"12.147973";"0";"4.330000"
"2022-02-08 10:23:22";"35.060000 K";"0";"u1xwm43cp";"54.548676";"10.769310";"1.695400";"5.150000";"12.156521";"0";"4.320000"
"2022-02-08 10:23:24";"35.090000 K";"0";"u1xwm43cp";"54.548676";"10.769310";"1.709000";"5.150000";"12.153334";"0";"4.320000"
"2022-02-08 10:23:26";"35.070000 K";"0";"u1xwm43cp";"54.548676";"10.769310";"1.696200";"5.150000";"12.149494";"0";"4.320000"
"2022-02-08 10:23:28";"35.080000 K";"0";"u1xwm43cp";"54.548676";"10.769309";"1.704600";"5.150000";"12.151126";"0";"4.330000"
"2022-02-08 10:23:30";"35.100000 K";"0";"u1xwm43cp";"54.548676";"10.769309";"1.702500";"5.150000";"12.145861";"0";"4.320000"
"2022-02-08 10:23:35";"35.100000 K";"0";"u1xwm43cp";"54.548676";"10.769309";"1.704900";"5.150000";"12.162478";"0";"4.320000"
"2022-02-08 10:23:37";"35.090000 K";"0";"u1xwm43cp";"54.548676";"10.769309";"1.702400";"5.150000";"12.153633";"0";"4.320000"
"2022-02-08 10:23:39";"35.060000 K";"0";"u1xwm43cp";"54.548676";"10.769309";"1.701700";"5.150000";"12.147580";"0";"4.320000"
"2022-02-08 10:23:41";"35.090000 K";"0";"u1xwm43cp";"54.548676";"10.769309";"1.703300";"5.150000";"12.150410";"0";"4.320000"
"2022-02-08 10:23:43";"35.100000 K";"0";"u1xwm43cp";"54.548676";"10.769309";"1.701600";"5.150000";"12.163313";"0";"4.320000"
"2022-02-08 10:23:45";"35.060000 K";"0";"u1xwm43cp";"54.548676";"10.769309";"1.702700";"5.150000";"12.147803";"0";"4.320000"
"2022-02-08 10:23:47";"35.130000 K";"0";"u1xwm43cp";"54.548676";"10.769309";"1.703800";"5.150000";"12.145399";"0";"4.310000"
"2022-02-08 10:23:50";"35.060000 K";"0";"u1xwm43cp";"54.548676";"10.769309";"1.701800";"5.150000";"12.152248";"0";"4.320000"
"2022-02-08 10:23:52";"35.090000 K";"0";"u1xwm43cp";"54.548676";"10.769309";"1.705200";"5.150000";"12.142226";"0";"4.320000"
"2022-02-08 10:23:54";"35.090000 K";"0";"u1xwm43cp";"54.548676";"10.769309";"1.701900";"5.150000";"12.143962";"0";"4.320000"
"2022-02-08 10:23:56";"35.070000 K";"0";"u1xwm43cp";"54.548676";"10.769309";"1.702700";"5.150000";"12.147840";"0";"4.320000"
"2022-02-08 10:23:58";"35.100000 K";"0";"u1xwm43cp";"54.548676";"10.769309";"1.706100";"5.150000";"12.147782";"0";"4.320000"
"2022-02-08 10:24:00";"35.090000 K";"0";"u1xwm43cp";"54.548676";"10.769308";"1.699600";"5.150000";"12.148034";"0";"4.320000"
"2022-02-08 10:24:02";"35.030000 K";"0";"u1xwm43cp";"54.548676";"10.769308";"1.707100";"5.150000";"12.144055";"0";"4.320000"
"2022-02-08 10:24:04";"35.090000 K";"0";"u1xwm43cp";"54.548676";"10.769308";"1.700200";"5.150000";"12.145786";"0";"4.320000"
"2022-02-08 10:24:07";"35.090000 K";"0";"u1xwm43cp";"54.548677";"10.769308";"1.708000";"5.150000";"12.148868";"0";"4.320000"
"2022-02-08 10:24:09";"35.060000 K";"0";"u1xwm43cp";"54.548677";"10.769308";"1.702800";"5.150000";"12.159690";"0";"4.320000"
"2022-02-08 10:24:11";"35.060000 K";"0";"u1xwm43cp";"54.548677";"10.769308";"1.699900";"5.160000";"12.144431";"0";"4.320000"
"2022-02-08 10:24:13";"35.120000 K";"0";"u1xwm43cp";"54.548677";"10.769308";"1.712400";"5.150000";"12.146520";"0";"4.320000"
"2022-02-08 10:24:19";"35.090000 K";"0";"u1xwm43cp";"54.548667";"10.769308";"1.692700";"5.150000";"12.152220";"0";"4.320000"
"2022-02-08 10:24:22";"35.060000 K";"0";"u1xwm43cn";"54.548667";"10.769298";"1.712300";"5.150000";"12.139815";"0";"4.320000"
"2022-02-08 10:24:24";"35.050000 K";"0";"u1xwm43cn";"54.548676";"10.769285";"1.697300";"5.150000";"12.145912";"0";"4.330000"
"2022-02-08 10:24:26";"35.120000 K";"0";"u1xwm43cn";"54.548675";"10.769282";"1.706700";"5.160000";"12.155666";"0";"4.320000"
"2022-02-08 10:24:28";"35.120000 K";"0";"u1xwm43cn";"54.548675";"10.769279";"1.702600";"5.150000";"12.151429";"0";"4.320000"
"2022-02-08 10:24:30";"35.110000 K";"0";"u1xwm43cn";"54.548675";"10.769279";"1.702900";"5.150000";"12.134493";"0";"4.320000"
"2022-02-08 10:24:32";"35.120000 K";"0";"u1xwm43cn";"54.548675";"10.769278";"1.703000";"5.150000";"12.140584";"0";"4.320000"
"2022-02-08 10:24:34";"35.120000 K";"0";"u1xwm43cn";"54.548675";"10.769278";"1.705300";"5.150000";"12.148143";"0";"4.320000"
"2022-02-08 10:24:36";"35.120000 K";"0";"u1xwm43cn";"54.548675";"10.769278";"1.699100";"5.160000";"12.143998";"0";"4.320000"
"2022-02-08 10:24:39";"35.130000 K";"0";"u1xwm43cn";"54.548676";"10.769278";"1.709200";"5.150000";"12.139241";"0";"4.310000"
"2022-02-08 10:24:41";"35.120000 K";"0";"u1xwm43cn";"54.548676";"10.769278";"1.696400";"5.150000";"12.143545";"0";"4.320000"
"2022-02-08 10:24:43";"35.090000 K";"0";"u1xwm43cn";"54.548676";"10.769278";"1.708100";"5.150000";"12.137676";"0";"4.320000"
"2022-02-08 10:24:45";"35.120000 K";"0";"u1xwm43cn";"54.548676";"10.769277";"1.700100";"5.150000";"12.141445";"0";"4.320000"
"2022-02-08 10:24:47";"35.120000 K";"0";"u1xwm43cn";"54.548676";"10.769277";"1.704000";"5.150000";"12.140253";"0";"4.320000"
"2022-02-08 10:24:49";"35.120000 K";"0";"u1xwm43cn";"54.548676";"10.769277";"1.703100";"5.150000";"12.144893";"0";"4.320000"
"2022-02-08 10:24:51";"35.100000 K";"0";"u1xwm43cn";"54.548676";"10.769277";"1.702600";"5.150000";"12.140293";"0";"4.310000"
"2022-02-08 10:24:53";"35.120000 K";"0";"u1xwm43cn";"54.548676";"10.769277";"1.704300";"5.150000";"12.150518";"0";"4.320000"
"2022-02-08 10:24:58";"35.130000 K";"0";"u1xwm43cn";"54.548676";"10.769277";"1.705900";"5.150000";"12.155039";"0";"4.310000"
"2022-02-08 10:25:00";"35.110000 K";"0";"u1xwm43cn";"54.548676";"10.769277";"1.703200";"5.140000";"12.149977";"0";"4.320000"
"2022-02-08 10:25:04";"35.120000 K";"0";"u1xwm43cn";"54.548676";"10.769276";"1.706100";"5.150000";"12.143662";"0";"4.320000"
"2022-02-08 10:25:06";"35.060000 K";"0";"u1xwm43cn";"54.548677";"10.769276";"1.700200";"5.140000";"12.153013";"0";"4.320000"
"2022-02-08 10:25:08";"35.120000 K";"0";"u1xwm43cn";"54.548677";"10.769276";"1.706700";"5.150000";"12.141652";"0";"4.320000"
"2022-02-08 10:25:10";"35.130000 K";"0";"u1xwm43cn";"54.548677";"10.769276";"1.704700";"5.140000";"12.146706";"0";"4.310000"
"2022-02-08 10:25:13";"35.120000 K";"0";"u1xwm43cn";"54.548677";"10.769275";"1.703900";"5.140000";"12.147613";"0";"4.320000"
"2022-02-08 10:25:15";"35.150000 K";"0";"u1xwm43cn";"54.548677";"10.769275";"1.706300";"5.140000";"12.147143";"0";"4.310000"
"2022-02-08 10:25:17";"35.150000 K";"0";"u1xwm43cn";"54.548677";"10.769275";"1.704700";"5.140000";"12.144112";"0";"4.310000"
"2022-02-08 10:25:19";"35.110000 K";"0";"u1xwm43cn";"54.548677";"10.769275";"1.703900";"5.140000";"12.149746";"0";"4.320000"
"2022-02-08 10:25:21";"35.080000 K";"0";"u1xwm43cn";"54.548677";"10.769275";"1.707400";"5.140000";"12.152633";"0";"4.320000"
"2022-02-08 10:25:23";"35.140000 K";"0";"u1xwm43cn";"54.548677";"10.769275";"1.704000";"5.140000";"12.151207";"0";"4.320000"
"2022-02-08 10:25:25";"35.110000 K";"0";"u1xwm43cn";"54.548677";"10.769275";"1.703700";"5.140000";"12.140095";"0";"4.320000"
"2022-02-08 10:25:28";"35.080000 K";"0";"u1xwm43cn";"54.548677";"10.769274";"1.706400";"5.140000";"12.145662";"0";"4.320000"
"2022-02-08 10:25:30";"35.140000 K";"0";"u1xwm43cn";"54.548677";"10.769274";"1.706300";"5.140000";"12.149413";"0";"4.320000"
"2022-02-08 10:25:32";"35.140000 K";"0";"u1xwm43cn";"54.548677";"10.769274";"1.702400";"5.140000";"12.150734";"0";"4.320000"
"2022-02-08 10:25:34";"35.080000 K";"0";"u1xwm43cn";"54.548677";"10.769274";"1.706300";"5.140000";"12.155602";"0";"4.320000"
"2022-02-08 10:25:36";"35.050000 K";"0";"u1xwm43cn";"54.548678";"10.769274";"1.703100";"5.140000";"12.147900";"0";"4.320000"
"2022-02-08 10:25:38";"35.100000 K";"0";"u1xwm43cn";"54.548677";"10.769274";"1.706500";"5.140000";"12.151248";"0";"4.310000"
"2022-02-08 10:25:40";"35.110000 K";"0";"u1xwm43cn";"54.548677";"10.769274";"1.699200";"5.140000";"12.152997";"0";"4.320000"
"2022-02-08 10:25:42";"35.120000 K";"0";"u1xwm43cn";"54.548677";"10.769273";"1.709300";"5.140000";"12.155295";"0";"4.320000"
"2022-02-08 10:25:45";"35.140000 K";"0";"u1xwm43cn";"54.548677";"10.769273";"1.699300";"5.140000";"12.146585";"0";"4.320000"
"2022-02-08 10:25:49";"35.110000 K";"0";"u1xwm43cn";"54.548678";"10.769273";"1.704200";"5.140000";"12.149074";"0";"4.320000"
"2022-02-08 10:25:51";"35.140000 K";"0";"u1xwm43cn";"54.548678";"10.769273";"1.703000";"5.140000";"12.144164";"0";"4.320000"
"2022-02-08 10:25:53";"35.110000 K";"0";"u1xwm43cn";"54.548678";"10.769272";"1.708800";"5.140000";"12.145120";"0";"4.320000"
"2022-02-08 10:25:55";"35.140000 K";"0";"u1xwm43cn";"54.548678";"10.769272";"1.701700";"5.140000";"12.158098";"0";"4.320000"
"2022-02-08 10:25:57";"35.110000 K";"0";"u1xwm43cn";"54.548678";"10.769272";"1.708400";"5.140000";"12.147552";"0";"4.320000"
"2022-02-08 10:25:59";"35.110000 K";"0";"u1xwm43cn";"54.548678";"10.769272";"1.705100";"5.140000";"12.140633";"0";"4.320000"
"2022-02-08 10:26:02";"35.070000 K";"0";"u1xwm43cn";"54.548679";"10.769271";"1.704900";"5.140000";"12.150628";"0";"4.320000"
"2022-02-08 10:26:04";"35.130000 K";"0";"u1xwm43cn";"54.548679";"10.769271";"1.703700";"5.140000";"12.145731";"0";"4.320000"
"2022-02-08 10:26:06";"35.100000 K";"0";"u1xwm43cn";"54.548679";"10.769271";"1.705500";"5.140000";"12.156563";"0";"4.320000"
"2022-02-08 10:26:08";"35.100000 K";"0";"u1xwm43cn";"54.548679";"10.769270";"1.708100";"5.140000";"12.142906";"0";"4.320000"
"2022-02-08 10:26:10";"35.110000 K";"0";"u1xwm43cn";"54.548679";"10.769270";"1.701000";"5.140000";"12.157486";"0";"4.320000"
"2022-02-08 10:26:12";"35.100000 K";"0";"u1xwm43cn";"54.548679";"10.769270";"1.710100";"5.140000";"12.147414";"0";"4.320000"
"2022-02-08 10:26:14";"35.140000 K";"0";"u1xwm43cn";"54.548679";"10.769270";"1.700100";"5.140000";"12.134212";"0";"4.320000"
"2022-02-08 10:26:17";"35.110000 K";"0";"u1xwm43cn";"54.548679";"10.769270";"1.709300";"5.140000";"12.144865";"0";"4.320000"
"2022-02-08 10:26:19";"35.100000 K";"0";"u1xwm43cn";"54.548680";"10.769270";"1.702100";"5.140000";"12.149232";"0";"4.320000"
"2022-02-08 10:26:21";"35.070000 K";"0";"u1xwm43cn";"54.548680";"10.769270";"1.710300";"5.140000";"12.150224";"0";"4.320000"
"2022-02-08 10:26:23";"35.090000 K";"0";"u1xwm43cn";"54.548680";"10.769270";"1.700100";"5.140000";"12.148293";"0";"4.310000"
